asin,domain,domain_id,title,new_price,used_price,list_price,discount_percent,validated_at
B0DGTKTY75,FR,4,"Dierya DK63 Clavier Gamer sans Fil 60%,Clavier Gaming Mecanique avec Bluetooth/2.4Ghz/USB-C,63 Touches Anti-Ghosting Interrupteur Rouge avec Mac OS/Wi",33.99,,33.99,,2026-02-19T20:42:48.285003+00:00
B07HCZNWYT,FR,4,"Mars Gaming MK218, Layout Allemande, Clavier Gamer RGB H-Mech, 9 Effets RGB",,8.63,,,2026-02-19T20:42:48.285016+00:00
B0FF9RVNCZ,FR,4,"YUNZII B75 Pro Clavier Mécanique sans Fil, Disposition 75% Keyboard Gasket Mount Hot-Swap Switch Pré-lubrifiés avec Bouton, RVB, BT/2,4Ghz/Type-C, Tou",75.64,,75.64,,2026-02-19T20:42:48.285031+00:00
B00OCMRV40,FR,4,"KeySonic KSK-6231INEL USB QWERTZ Allemand Noir - Claviers (Standard, Avec fil, USB, QWERTZ, Noir)",90.6,,90.6,,2026-02-19T20:42:48.285042+00:00
B00F35N1KS,FR,4,"CHERRY KC 1000, Clavier Filaire, Disposition Allemande (QWERTZ), Plug & Play Via Un Port USB, Design Plat, Frappe silencieuse, Blanc grisé",28.88,21.59,28.88,25.2,2026-02-19T20:42:48.285056+00:00
B0CRD5G38M,FR,4,"TECURS Clavier Gaming Mécanique - Clavier Gamer Programmable avec Repose-Poignet Magnétique, Switchs Rouges, 19 Modes LED, Touches Multimédia, Clavier",49.99,39.99,49.99,20.0,2026-02-19T20:42:48.285072+00:00
B003UL1RGC,FR,4,"Logitech K120 Clavier sans Fil Business Windows, Plug-and-Play USB, Taille Standard, Etanche, Barre d’Espacement Incurvée, Clavier QWERTZ Allemand - N",19.57,16.01,19.57,18.2,2026-02-19T20:42:48.285087+00:00
B09NQY2Y8R,FR,4,"TECURS Clavier Gamer Mécanique sans Fil RGB Rétroéclairé, 65% TKL Clavier Gaming Azerty avec Bluetooth/2.4G /Type-C, 68 Touches Anti-Ghosting Switchs ",39.99,36.99,39.99,7.5,2026-02-19T20:42:48.285103+00:00
B0CS365B89,FR,4,"Newmen GM326 Clavier mécanique, clavier de jeu filaire, 75 % TKL remplaçable à chaud, compact, rétroéclairé à LED, clavier de jeu mécanique USB C avec",,,,,2026-02-19T20:42:48.285118+00:00
B08ZNSJ152,FR,4,"Dell KM5221W, Pro Wireless, Ensemble clavier et souris, French (QWERTZ), Noir",51.55,,51.55,,2026-02-19T20:42:52.127854+00:00
B07DKJKM4T,FR,4,Mobility Lab Clavier allemand QWERTZ filaire pour Mac – blanc et argenté,29.99,,29.99,,2026-02-19T20:42:52.127884+00:00
B00VHHWNMI,FR,4,"Logitech K400 Plus Clavier Sans Fil Touch TV Avec Contrôle Média et Pavé Tactile, Clavier Allemand QWERTZ - Noir",44.59,41.91,49.22,14.9,2026-02-19T20:42:52.127906+00:00
B0CJVHZP1W,FR,4,Newskill Serike V2 Blanco | Switch Red Hotswap | Teclado Mecánico Gaming,99.95,56.45,99.95,43.5,2026-02-19T20:42:52.127918+00:00
B07CMH9HDY,FR,4,Redragon K552 Clavier Mécanique Gaming à 60% Câblé avec pour PC de Jeu Windows (RGB QWERTY-UK),,,,,2026-02-19T20:42:52.127928+00:00
B0094QSF8U,FR,4,"Logitech K120 clavier USB QWERTZ Suisse Noir - Claviers (Standard, Avec fil, USB, QWERTZ, Noir)",20.42,12.6,20.42,38.3,2026-02-19T20:42:52.127938+00:00
B0DXL4PVH2,FR,4,"Speedlink Atmos - Clavier Gamer mécanique de Jeu RGB 60%, Filaire, Brown Switches, Plaque Acier Robuste, câble USB-C Amovible, rétro-éclairé, Layout A",29.99,24.52,29.99,18.2,2026-02-19T20:42:52.127949+00:00
B07Y425Y2H,FR,4,"CHERRY Stream Keyboard, Clavier Filaire, Disposition Allemande (QWERTZ), Frappe silencieuse, Sensation de Frappe Unique, Design Plat, Noir",39.6,25.64,39.6,35.3,2026-02-19T20:42:52.127958+00:00
B0F5GLYP96,FR,4,"TECKNET Clavier Bluetooth rechargeable sans fil pour Windows et Android Smart TV, disposition italienne QWERTZ, silencieux et ultra fin",29.0,,29.0,,2026-02-19T20:42:52.127965+00:00
B07W5JJP7D,FR,4,Logitech G G512 Clavier USB QWERTY Italien Charbon,130.91,74.57,130.91,43.0,2026-02-19T20:42:52.127977+00:00
B0863KR72L,FR,4,"B.FRIENDIT Clavier USB Filaire UK Slim - Boîtier en Aluminium Clavier numérique Clé rétroéclairée RVB Compatible avec iMac (iMac 2016 et 2017, iMac Pr",,,,,2026-02-19T20:42:52.127987+00:00
B084H165KT,FR,4,Microsoft Surface Pro X Keyboard Noir Cover Port QWERTZ Allemand,,155.0,,,2026-02-19T20:42:52.127995+00:00
B003PAMIA2,FR,4,Logitech Clavier Filaire Noir QWERTZ (Import Allemagne),10.99,17.68,10.99,-60.9,2026-02-19T20:42:52.128005+00:00
B09L57Z1V3,FR,4,"KROM KASIC TKL – Clavier mécanique RGB Tenkeyless avec disposition espagnole, Switchs rouges, Rétroéclairage Rainbow, Touches interchangeables, 25 tou",23.8,17.42,23.8,26.8,2026-02-19T20:42:52.128018+00:00
B08D9PZDGW,FR,4,"Trust Taro Clavier filaire QWERTY UK Disposition britannique Touches silencieuses, pleine taille, résistant aux déversements, câble de 1,8 m, USB Plug",20.3,,20.3,,2026-02-19T20:42:52.128030+00:00
B09SFS4WQS,FR,4,ZAHARA Backlit Français Keyboard GR pour Dell Latitude7400 3400 5400 P98G001 7410 5401 5411 P98G008 Backlit German Keyboard Layout Laptop,32.99,36.4,32.99,-10.3,2026-02-19T20:42:52.128040+00:00
B0FNRM865K,FR,4,"YUNZII B87 Clavier Mécanique sans Fil, QMK/Via Custom Keyboard de Jeu TKL Disposition 87 Touches, BT/2.4G/USB-C Hot Swappable, RGB, avec Wrist Rest (B",84.14,,84.14,,2026-02-19T20:42:52.128052+00:00
B0CT5VV71Z,FR,4,KOORUI Clavier de Jeu mécanique 60% - Différentes Couleurs - Rétroéclairé par LED - Ultra Compact - 69 Touches - Mini Clavier Filaire avec Interrupteu,,,,,2026-02-19T20:42:52.128062+00:00
B0B4W52FN5,FR,4,"Dierya Clavier Gamer Mécanique 60% Câblé avec Interrupteur Rouge,DK61se Clavier Gaming Rétroéclairage Bleu Glacier,Type-c Mechanical Keyboard Compact ",34.99,,34.99,,2026-02-19T20:42:52.128072+00:00
B0072AEZJI,FR,4,"Logitech K120 Clavier sans Fil Business Windows, Plug-and-Play USB, Touches Silencieuses Ultra-Plates, Taille Standard, Etanche, Barre d’Espacement In",22.73,,22.73,,2026-02-19T20:42:52.128082+00:00
B08Y613KGH,FR,4,CORSAIR K55 RGB PRO Clavier de Jeu Filaire à Membrane – IP42 Résistant à la Poussière et Aux éclaboussures – 6 Touches Macro Intégration Elgato – Comp,64.95,33.62,64.95,48.2,2026-02-19T20:42:52.128095+00:00
B09CF44X5T,FR,4,HP Ensemble Clavier et Souris sans Fil 230,64.0,26.54,64.0,58.5,2026-02-19T20:42:52.128104+00:00
B0FK6FTRZQ,FR,4,"Speedlink LETOS - Clavier Gamer de Jeu RGB 60%, Filaire, câble USB-C Amovible, rétro-éclairé, Layout Allemande QWERTZ, Noir",24.99,20.21,24.99,19.1,2026-02-19T20:42:52.128114+00:00
B08DG4C63H,FR,4,"Trust Taro Clavier Filaire, Disposition Allemande QWERTZ, Touches silencieuses, Protection Contre Les éclaboussures, Port USB, Longueur de câble de 1,",12.99,5.05,12.99,61.1,2026-02-19T20:42:52.128124+00:00
B0977C4H7V,FR,4,perixx PERIBOARD-213U Clavier USB filaire silencieux avec pavé numérique Noir,,,,,2026-02-19T20:42:52.128136+00:00
B08RXNFJJR,FR,4,HP 320K Clavier USB QWERTY Anglais Noir,20.0,,20.0,,2026-02-19T20:42:52.128143+00:00
B0B8DJ58P6,FR,4,"AULA Clavier de jeu mécanique de style machine à écrire avec interrupteur bleu, avec repose-poignet amovible, bouton de contrôle multimédia, rétroécla",,,,,2026-02-19T20:42:52.128153+00:00
B0F48L5MVC,FR,4,HSSDTECH Clavier rétroéclairé noir (Layout Allemand GR) pour Lenovo ThinkPad X240 X230S X240S X250 X250S X260 X270,33.99,,33.99,,2026-02-19T20:42:52.128161+00:00
B00BCE30RS,FR,4,"Logitech MK270 Combo Clavier et Souris sans Fil, QWERTZ Allemand Noir Standard",32.39,28.89,32.39,10.8,2026-02-19T20:42:55.577530+00:00
B0CSYRHRJ6,FR,4,"Amazon Basics, Clavier USB à Profil Bas avec Disposition IT, Noir Mat",14.25,12.68,14.25,11.0,2026-02-19T20:42:55.577567+00:00
B07T63FQ2M,FR,4,"UNYKAch KB 302 Mini clavier USB QWERTY Noir - Claviers (Mini, USB, Clavier à membrane, QWERTY, Noir)",15.36,9.32,15.32,39.2,2026-02-19T20:42:55.577584+00:00
B00564NI9U,FR,4,"Logitech K120 Clavier sans Fil Business Windows, Plug-and-Play USB, Touches Silencieuses Ultra-Plates, Taille Standard, Etanche, Barre d’Espacement In",8.62,,10.22,,2026-02-19T20:42:55.577600+00:00
B0831T7JNK,FR,4,SteelSeries Apex 3 - Clavier de Gaming - Illumination RVB sur 10 Zones - Repose-Mains Magnétique Premium - Agencement Anglais QWERTY,74.4,,79.99,,2026-02-19T20:42:55.577611+00:00
B08B539T4M,FR,4,DELL KB216 Clavier USB QWERTZ Slovaque Noir,,,,,2026-02-19T20:42:55.577619+00:00
B003IZ5JXC,FR,4,Logitech Combo MK120 DE-Layout DELayout (920-002540) (920002540),15.99,13.11,15.99,18.0,2026-02-19T20:42:55.577631+00:00
B0CVTZ4BT7,IT,8,"seenda Tastiera e mouse senza fili, multi-dispositivo USB e tastiera Bluetooth, set di mouse per PC, tastiera wireless ricaricabile ultra sottile con ",51.24,42.82,51.24,16.4,2026-02-19T20:43:08.000802+00:00
B006T02YRM,IT,8,"Logitech K270 Tastiera Wireless per Windows, Wireless 2.4 GHz con Ricevitore USB Unifying, 8 Tasti ‎Multimediali Dedicati, Anti Schizzi, PC/Laptop, La",44.05,15.23,44.05,65.4,2026-02-19T20:43:08.000841+00:00
B07XLYRWZ3,IT,8,"Arteck - Tastiera e mouse wireless 2.4G in acciaio INOX ultra sottile, tastiera full size e mouse ergonomici, per computer desktop, PC portatili e Win",,,,,2026-02-19T20:43:08.000851+00:00
B0CSYQWWTZ,IT,8,"Amazon Basics Tastiera con cavo USB e base sottile, design spagnolo, nero opaco",13.35,,13.35,,2026-02-19T20:43:08.000861+00:00
B0DP36D6K5,IT,8,"T'nB Classy - Tastiera senza fili per Windows/Linux, 2.4 GHz senza fili, layout tedesco QWERTZ, tasti silenziosi - nero",19.99,,19.99,,2026-02-19T20:43:08.000867+00:00
B09X5XYG12,IT,8,"Razer Ornata V3 X - Tastiera a membrana piatta con cromo RGB (switch a membrana silenziosa, poggiapolsi ergonomico, rivestimento anti-UV), layout QWER",56.04,25.91,56.04,53.8,2026-02-19T20:43:08.000877+00:00
B0DKTHFTMD,IT,8,"HP 235 - Set tastiera e mouse - Layout a 3 zone, a basso profilo, Full Size - senza fili - 2.4 GHz - Tedesco - Nero - Smart Buy",29.63,,43.19,,2026-02-19T20:43:08.000884+00:00
B07Z1G3VG1,IT,8,"CHERRY STREAM KEYBOARD, Tastiera con filo, Layout per la Svizzera (QWERTZ), Battitura silenziosa dei tasti, Sensazione di digitazione unica, Design pi",44.3,31.53,44.99,29.9,2026-02-19T20:43:08.000893+00:00
B0DBH9YPC7,IT,8,"AULA Tastiera meccanica da gioco F99, tastiera meccanica wireless con guarnizione, BT5.0/2.4GHz/USB-C, tastiera personalizzata hot swap, interruttori ",,,,,2026-02-19T20:43:08.000902+00:00
B0FKVBZ2PD,IT,8,"GLORIOUS Gaming Keyboard GMBK 75% - tasti MX intercambiabili, cavo USB rimovibile, IP57 resistente ad acqua e polvere, RGB a 10 zone, switch silenzios",44.99,42.74,44.99,5.0,2026-02-19T20:43:08.000910+00:00
B07W4DHKZJ,IT,8,"Logitech MX Mechanical Tastiera Retroilluminata Wireless Performance, Switch Tattili Silenziosi, Layout Inglese QWERTY - Grigio",184.99,,184.99,,2026-02-19T20:43:08.000917+00:00
B0BHGSRTDD,IT,8,"TECURS Tastiera meccanica Gaming AZERTY, Tastiera Gamer da gioco cablata, 60% Mini tastiera LED retroilluminata, Anti-Ghosting, Switchs Blu per PC/Win",49.0,,49.0,,2026-02-19T20:43:08.000924+00:00
B0DFXWQWB8,IT,8,"GravaStar Mercury K1 Lite Tastiera Meccanica da Gioco con BT5.0/2.4G/USB-C, Gasket Hot Swappable Wireless Gaming Keyboard con Retroilluminazione RGB, ",99.95,,99.95,,2026-02-19T20:43:08.000932+00:00
B07W7MQMDH,IT,8,"Logitech G G413 SE Tastiera Meccanica Gaming Full Size - Tastiera Retroilluminata con Switch Meccanici Tattili, Anti-Ghosting, Compatibile con Windows",49.39,43.46,49.39,12.0,2026-02-19T20:43:08.000941+00:00
B0CPM5PGWM,IT,8,"Trust ODY II - Tastiera wireless silenziosa - QWERTY spagnolo, design resistente agli urti, ricevitore USB, compatibile con PC e laptop, nero",19.99,13.72,19.99,31.4,2026-02-19T20:43:08.000949+00:00
B00564GWEI,IT,8,"Logitech MK120 Combo Tastiera e Mouse con Filo per Windows, Layout Spagnolo QWERTY - Nero",29.56,12.71,29.56,57.0,2026-02-19T20:43:08.000957+00:00
B07W7KMK4W,IT,8,"Logitech G413 TKL SE Tastiera Meccanica Gaming - Tastiera Compatta, Layout Spagnolo QWERTY - Nero",79.2,44.16,101.98,56.7,2026-02-19T20:43:08.000966+00:00
B0DQQ87W32,IT,8,"GXTrust 871 Zora Tastiera Gamer Meccanica - Interruttori Huano, Illuminazione RGB, Anti-Ghosting, Cavo Rimovibile, Ideale per Gaming",49.99,44.9,49.99,10.2,2026-02-19T20:43:08.000974+00:00
B07W7LMCF9,IT,8,"Logitech MX Keys for Mac - Tastiera wireless avanzata illuminata, Layout Tedesco QWERTZ - Grigio",,86.96,,,2026-02-19T20:43:08.000980+00:00
B0DFWH9YWK,IT,8,"Rii RK909 Tastiera 96% Gaming Meccanico, 3 Modalità di Connettività, Retroilluminazione LED, Layout Spagnolo (Interruttori Blu)",,,,,2026-02-19T20:43:08.000988+00:00
B0FX988W28,IT,8,"Tastiera meccanica basdegamme Flow Lite84 Tasti wireless ricaricabile intercambiabile con ricevitore2.4G, connessione BT e cablata per Windows Mac Int",,,,,2026-02-19T20:43:08.000996+00:00
B0FD3V3RPY,IT,8,"GravaStar V75 Lite Tastiera Gaming Magnetica Hall Effect - 4000Hz Rapid Trigger - Attuazione Regolabile 0,01mm - Keyboard Gaming 75% con Switch Hot Sw",119.95,,119.95,,2026-02-19T20:43:08.001004+00:00
B0B3DBYXZ6,IT,8,"Snpurdiri Mini tastiera meccanica cablata al 60%, con 61 tasti, per PC, Windows XP, Win 7, Win 10 (switch nero-rosso, rosso)",39.99,20.11,39.99,49.7,2026-02-19T20:43:08.001012+00:00
B07W7N38X8,IT,8,"Logitech G PRO Tastiera gaming meccanicadesign ultraportatile senza tastierino numerico, cavo micro-USB rimovibile, tasti con retroilluminazione RGB L",76.49,68.08,76.49,11.0,2026-02-19T20:43:08.001021+00:00
B08T1PLFC7,IT,8,"DOBAOJIA Sottomano da Ufficio, Tappetino da Tavolo, Tappetino Tastiera e Mouse, Tappetino PC Scrivania, per Casa/Ufficio, Pelle PU Impermeabile + Scam",20.49,15.33,20.49,25.2,2026-02-19T20:43:08.001031+00:00
B0F639HPHT,IT,8,"Keychron Tastiera wireless B6 Pro full-size - ZMK programmabile, digitazione silenziosa, 2.4G/Bluetooth 5.2/USB-C Tri-Mode, tastierino numerico per uf",,,,,2026-02-19T20:43:08.001037+00:00
B0D8SM16B5,IT,8,"LeadsaiL K786 - Tastiera e mouse wireless QWERTZ, tastiera tedesca senza fili con mouse, tasti silenziosi, 2,4 GHz con nano ricevitore USB 2 in 1, per",23.19,16.05,23.19,30.8,2026-02-19T20:43:08.001044+00:00
B08DG47ML4,IT,8,"Trust Taro Tastiera USB Cablata, Layout Italiano QWERTY, Tastiera PC con Filo per Computer/Laptop/Notebook, Mac/Windows, Cavo di 1.8 Metri, Resistente",10.99,,10.99,,2026-02-19T20:43:08.001052+00:00
B0DK9S97CG,IT,8,EMPIRE GAMING - K208 Tastiera cablata compatta TKL (DE-QWERTZ) a 69 tasti RGB - Cavo USB Type C rimovibile Plug & Play - PC/PS4/PS5/Xbox - 23 tasti an,24.83,22.35,24.83,10.0,2026-02-19T20:43:11.338856+00:00
B07CWVV6DB,IT,8,"CHERRY KC 6000 SLIM, Tastiera di design Ultrapiatta, per la Germania QWERTZ, Con Filo Porta USB-A, Tasti Silenziosi, Scritte a lunga Durata, Nero, Ted",47.83,39.19,47.83,18.1,2026-02-19T20:43:11.338882+00:00
B0CQLN55LZ,IT,8,"YINDIAO Ajazz AK820 Tastiera Meccanica con Manopola,Layout ANSI 75%,Tastiera da Gioco Cablata 81 Tasti,5 Schiuma Fonoassorbente,Hot-swap,Interruttore ",50.14,,50.14,,2026-02-19T20:43:11.338893+00:00
B0CBMPXG9B,IT,8,SPIRIT OF GAMER x PRO K1 | Tastiera da gioco semi-meccanica cablata | Layout QWERTZ tedesco | 26 tasti anti-ghosting | 3 modalità di retroilluminazion,,13.4,,,2026-02-19T20:43:11.338908+00:00
B0C89KJQ9F,IT,8,Tastiera e Mouse HP 240J7AA,,13.82,,,2026-02-19T20:43:11.338917+00:00
B0DL7GP7HD,IT,8,"The G-Lab - Keyz Rubidium Bianco - Tastiera Mecanica USB, AZERTY, RGB 100% personalizzabile, Anti-Ghosting, Poggiapolsi - Tastiera Gamer Bianco, Switc",61.0,82.14,61.0,-34.7,2026-02-19T20:43:11.338928+00:00
B0DM6JVVJR,IT,8,"Hama Tastiera cablata CK-200 (tastiera USB, sensazione di digitazione ergonomica, tasti silenziosi, cavo rimovibile, layout tedesco QWERTZ, tasti mult",17.99,8.12,25.38,68.0,2026-02-19T20:43:11.338936+00:00
B0FHVS4B7D,IT,8,"YINDIAO ATTACK SHARK X820 Ultra Gasket Tastiera Meccanica con Schermo TFT e Manopola, Layout ANSI al 75%, 2,4GHz/BT/Cablata, 5 Schiume Fonoassorbenti,",63.74,,63.74,,2026-02-19T20:43:11.338944+00:00
B01AUGT964,IT,8,"Logitech MK235 Combo Tastiera e Mouse Wireless per Windows, Layout Tedesco QWERTZ - Grigio",40.96,18.26,43.99,58.5,2026-02-19T20:43:11.338953+00:00
B09B1VMTVX,IT,8,"Adesivi Universali per Tastiera Tedesca, Adesivo Sostitutivo per Tastiera Tedesca Inglese, con Sfondo Nero e Scritte Bianche, per Computer Laptop da 1",17.91,,17.91,,2026-02-19T20:43:11.338961+00:00
B09JGB2XK7,IT,8,"RK61 Tastiera Gaming Meccanica, 60% Tastiera Wireless 2.4Ghz/Bluetooth/USB-C RGB Backlit Interruttore Rosso Hot Swap Double-Shot ABS Keycaps Compatibi",29.99,35.14,29.99,-17.2,2026-02-19T20:43:11.338971+00:00
B0CFFCC1L6,IT,8,"Trust Gaming Azor GXT 835 - Tastiera da gioco QWERTY UK con illuminazione a LED, modalità gioco, 12 tasti multimediali, anti-ghosting, tastiera a memb",,,,,2026-02-19T20:43:11.338981+00:00
B09R1VZRFF,IT,8,KLIM ChromaTastiera QWERTZ TEDESCO (DE) per Gaming USB - Nuova Versione 2024 - Colori da Videogioco e Retroilluminata - Tastiera da Gioco - PC PS4 PS5,39.1,36.55,39.1,6.5,2026-02-19T20:43:11.338990+00:00
B0FPFPWJDB,IT,8,"YUNZII QL108 Tastiera Meccanica Gaming Stile Macchina da Scrivere, Retroilluminata RGB Hot-Swap, Cablata USB con Tasti Tondi Retro e Pannello Metallic",53.24,,53.24,,2026-02-19T20:43:11.338998+00:00
B0D1G1P4T5,IT,8,"Trust Primo, set di mouse senza fili, layout tedesco QWERTZ, tasti piatti, resistente agli spruzzi, mouse wireless ambidestro con ricevitore USB, tast",19.99,10.59,19.99,47.0,2026-02-19T20:43:11.339006+00:00
B0CM64HVKQ,IT,8,"KEMOVE K98SE Tastiera Gaming Meccanica, Tastiera per Computer Retroilluminata a LED a 98 Tasti, Tastiera Cablata con Layout QWERTY al 96% USA, Interru",47.49,,47.49,,2026-02-19T20:43:11.339015+00:00
B0DFWVT9HF,IT,8,"GLORIOUS Gaming GMMK 3 PRO: tastiera meccanica personalizzabile, TKL 75%, guarnizioni e scocca alluminio modulari, switch hot swap MX, schiuma smorzan",154.21,103.03,163.37,36.9,2026-02-19T20:43:11.339025+00:00
B077BT728N,IT,8,"Logitech K280e Pro Tastiera, Layout Tedesco ‎QWERTZ, Nero",29.96,13.22,37.0,64.3,2026-02-19T20:43:11.339035+00:00
B0042BZWHE,IT,8,"Logitech K120 Tastiera Cablata, Layout Svizzero ‎Qwertz, Nero",12.8,,12.8,,2026-02-19T20:43:11.339044+00:00
B0DWMX5TXV,IT,8,"RK ROYAL KLUDGE R98 Pro Tastiera Meccanica Cablata, 96% US Layout Tastiera Gaming con numerico, RGB, Manopola del Volume, Gasket Structure, Tasti MDA ",,70.59,,,2026-02-19T20:43:11.339053+00:00
B0CPM1TB52,IT,8,"Trust Ymo II, set di tastiera silenziosa, senza fili, layout tedesco QWERTZ, tasti piatti, resistente agli spruzzi, mouse wireless ambidestro 800-1600",24.99,15.05,24.99,39.8,2026-02-19T20:43:11.339062+00:00
B0DNMVC7SP,IT,8,"The G-Lab - Keyz Titanium - Tastiera Gaming 65% AZERTY, USB - Tastiera mecanica Switch Rosso - RGB 100% personalizzabile, anti-ghosting, macro program",47.21,26.87,47.21,43.1,2026-02-19T20:43:11.339071+00:00
B08DDDVWWW,IT,8,TECLADO GXT835 AZOR GAMING,19.99,15.15,19.99,24.2,2026-02-19T20:43:11.339080+00:00
B0879KGWTY,IT,8,Dell Wireless Keyboard and Mouse KM7120W - Tastatur-und-Maus-Set - Deutschland,83.66,52.01,102.97,49.5,2026-02-19T20:43:11.339089+00:00
B0DGQ6CKNZ,IT,8,"CHERRY MX 8.2 TKL Wireless XAGA, Tastiera da Gioco Senza Fili Senza Tasto Numerico, Tedesco QWERTZ, Bluetooth, 2,4 GHz, Cavo, MX2A RED Switches, Bianc",118.55,,118.55,,2026-02-19T20:43:11.339096+00:00
B0G4LZJ3XM,IT,8,"Akko Tastiera meccanica 3108 V3, cablata, layout QWERTY full-size, hot swap, solo colore bianco RGB, con tasti PBT Double-Shot (nero e oro, rosa ghiac",69.99,,69.99,,2026-02-19T20:43:11.339104+00:00
B0BG2V7MGP,IT,8,"The G-Lab Keyz Mercury TKL Tastiera Meccanica Gamer 87 Tasti cablati USB AZERTY Francese, Retroilluminazione LED Multicolore - Gaming Compatto senza t",46.67,18.9,46.8,59.6,2026-02-19T20:43:11.339114+00:00
B08QD8MZX1,IT,8,KEYSONIC TECLADO (ALEMAN) BLANCO KSK-8031INEL,81.57,,83.79,,2026-02-19T20:43:11.339122+00:00
B0DFXV6ZPM,IT,8,"GravaStar per Dad Mercury K1 75% Tastiera da gioco meccanica senza fili, design esoscheletro in lega di alluminio, guarnizione tastiera personalizzata",139.95,,139.95,,2026-02-19T20:43:22.672532+00:00
B07N3D832F,IT,8,ZAGG 103202243 tastiera USB QWERTZ Tedesco Nero,,,,,2026-02-19T20:43:22.672555+00:00
B08KW8QHP2,IT,8,MediaRange MROS110 Tastiera Qwertz con cavo bianco/grigio chiaro,,,6.77,,2026-02-19T20:43:22.672564+00:00
B0B96M3VB2,IT,8,"Tastiera da gioco, tastiera meccanica Redragon con interruttori rossi, retroilluminata RGB, anti-ghosting 105 tasti per Windows Laptop PC Mac (layout ",,,,,2026-02-19T20:43:22.672571+00:00
B0DJ6PCW72,IT,8,"RedThunder K20 TKL Tastiera da gaming wireless, retroilluminazione RGB regolabile e batteria ricaricabile, design compatto con layout QWERTY ES e 6 ta",,,62.53,,2026-02-19T20:43:22.672579+00:00
B01ARGX3NM,IT,8,Logilink ID0019 Tastiera,15.19,15.19,15.9,4.5,2026-02-19T20:43:22.672592+00:00
B0FM8C8M7G,IT,8,"Mars Gaming MCPWX, Portoghese, Combo Gaming Senza Fili, Tecnologia DualPro Link 2.4GPRO, Tastiera Completa FRGB con Controllo Multimediale + Mouse RGB",38.9,28.94,38.9,25.6,2026-02-19T20:43:22.672601+00:00
B0FG85MKT1,IT,8,"MechLands Aula F75 75% tastiera meccanica senza fili, layout tedesco QWERTZ, tastiera da gioco personalizzata Creamy con pulsante, RGB, hot-swap, inte",95.99,,95.99,,2026-02-19T20:43:22.672608+00:00
B0797FYB3K,IT,8,"Logitech MK540 Advanced Combo Tastiera e Mouse Wireless per Windows, Layout Tedesco QWERTZ - Nero",33.27,29.95,33.27,10.0,2026-02-19T20:43:22.672616+00:00
B0DQVHP2WH,IT,8,"GXTrust 871 Zora Tastiera Meccanica 100% Layout Italiano QWERTY Retroilluminata RGB, Tasti Huano Lineari, Anti-Ghosting con N-Key Rollover, Tastiera G",49.99,34.31,49.99,31.4,2026-02-19T20:43:22.672624+00:00
B07GXXC451,IT,8,"EMPIRE GAMING PC-Tastatur Empire K300 QWERTZ – 105 halbmechanische Tasten, davon 19 Anti-Ghosting-Tasten, 12 Multimedia-Shortcuts, LED-RGB-Rückbeleuch",21.99,,21.99,,2026-02-19T20:43:22.672641+00:00
B0DYDPX4VH,IT,8,"AJAZZ AK820 Mechanical Keyboard, 75% Hot Swappable Wired Keyboard with Volume Control Knob, PBT Keycaps, Five-layer Sound Insulation Pad, 82-Key Gamin",63.6,,63.6,,2026-02-19T20:43:22.672649+00:00
B07F59BY7L,IT,8,"Satechi Tastiera Bluetooth in Alluminio con Tastierino Numerico, Tedesco – per MacBook Pro/Air M2/M1, iPad Pro/Air M2/M1, Mac Mini M2, iMac M1, DE",79.99,,79.99,,2026-02-19T20:43:22.672658+00:00
B0FHH6B58D,IT,8,"GXTrust 872 Xyra TKL Tastiera meccanica Guarnizione Layout, tastiera cremosa da gioco sostituibile a caldo 80%, retroilluminata RGB con software, Leob",81.62,,81.62,,2026-02-19T20:43:22.672665+00:00
B0B4VZW3BY,IT,8,"Dierya Tastiera da Gaming Meccanica al 60% con Interruttori Meccanici Lineari,DK61se Keyboard Gioco Retroilluminazione Luce verde,Type-C Mini Compact ",23.54,21.66,23.54,8.0,2026-02-19T20:43:22.672675+00:00
B0C3VMY393,IT,8,"KLIM Thunder - Tastiera e mouse wireless con layout tedesco, tastiera wireless retroilluminata con batteria integrata a lunga durata + sensazione mecc",69.97,,69.97,,2026-02-19T20:43:22.672682+00:00
B07YLZG1SK,IT,8,MSI VIGOR GK30 TECLADO USB QWERTZ ALEMÁN NEGRO,66.63,,66.63,,2026-02-19T20:43:22.672689+00:00
B00XYTTEAQ,IT,8,"Logitech K400 Plus Tastiera Wireless Touch TV, Facili Controlli Multimediali e Touchpad Integrato, Layout Spagnolo QWERTY - Nero",45.08,23.96,45.08,46.9,2026-02-19T20:43:22.672697+00:00
B0851CN3GC,IT,8,"GXTrust 835 Azor Tastiera Gaming, Layout Italiano QWERTY, USB, Anti-ghosting, Tastiera Retroilluminata LED RGB per PC, Computer, Laptop, Mac - Nero",19.99,11.3,19.99,43.5,2026-02-19T20:43:22.672706+00:00
B0FF9WN7R1,IT,8,"YUNZII B75 PRO tastiera meccanica, 75% per tastiera da gioco, guarnizione hot swap Keyboard con pulsante, interruttore pre-lubrificato RGB, BT/Type-C/",75.64,,75.64,,2026-02-19T20:43:22.672714+00:00
B0FSLT33D3,IT,8,"MSI Forge GK320 FR Tastiera Gaming Meccanica - AZERTY, Switches Red (Lineari) intercambiabili, coperchio magnetico, tasti ergonomici, LED RGB, USB 2.0",54.37,43.85,54.37,19.3,2026-02-19T20:43:22.672722+00:00
